team_home,team_away,goals_home,goals_away,season,league_division,group
FC Kontu/ST,PuiU/Akatemia,0,2,25,6,7
FC Degis,FC Kontu/ST,0,2,25,6,7
FC POHU/JäPa,MLHF,0,2,25,6,7
FC POHU/JäPa,Kulps,4,1,25,6,7
MLHF,FC Kontu/ST,2,0,25,6,7
PuiU/Akatemia,AC StaSi,8,0,25,6,7
AC StaSi,FC POHU/JäPa,3,6,25,6,7
FC Degis,FC POHU/JäPa,3,1,25,6,7
MLHF,Kulps,3,2,25,6,7
FC POHU/JäPa,AC StaSi,2,2,25,6,7
PuiU/Akatemia,Kulps,7,1,25,6,7
FC POHU/JäPa,PuiU/Akatemia,0,2,25,6,7
AC StaSi,FC Degis,3,3,25,6,7
Kulps,FC Kontu/ST,2,4,25,6,7
FC Degis,PuiU/Akatemia,1,4,25,6,7
Kulps,AC StaSi,2,5,25,6,7
AC StaSi,FC Kontu/ST,1,1,25,6,7
PuiU/Akatemia,MLHF,3,1,25,6,7
MLHF,AC StaSi,3,1,25,6,7
FC Kontu/ST,FC POHU/JäPa,4,1,25,6,7
FC Degis,Kulps,7,1,25,6,7
FC Degis,MLHF,1,6,25,6,7
PuiU/Akatemia,FC Kontu/ST,0,4,25,6,7
FC Kontu/ST,FC Degis,6,0,25,6,7
MLHF,FC POHU/JäPa,2,0,25,6,7
AC StaSi,PuiU/Akatemia,2,1,25,6,7
FC Kontu/ST,MLHF,4,1,25,6,7
AFG united,Valtti/LA,2,1,25,6,8
FC Kontu/U23,FC Viikingit/S.C.P L,5,2,25,6,8
FC POHU/Traktori,Andalus FC/Alpujarra,12,1,25,6,8
Veijarit,Tähti Helsinki,0,6,25,6,8
Ruila,MK United/Warriors,4,4,25,6,8
Valtti/LA,FC POHU/Traktori,3,1,25,6,8
Tähti Helsinki,AFG united,1,1,25,6,8
Andalus FC/Alpujarra,Ruila,1,9,25,6,8
MK United/Warriors,FC Kontu/U23,1,3,25,6,8
FC Viikingit/S.C.P L,Veijarit,3,0,25,6,8
FC Kontu/U23,AFG united,3,3,25,6,8
Ruila,Valtti/LA,2,7,25,6,8
Tähti Helsinki,Andalus FC/Alpujarra,6,0,25,6,8
Veijarit,FC POHU/Traktori,3,6,25,6,8
Valtti/LA,Veijarit,2,2,25,6,8
Andalus FC/Alpujarra,MK United/Warriors,1,2,25,6,8
Ruila,AFG united,0,4,25,6,8
FC Viikingit/S.C.P L,Tähti Helsinki,1,2,25,6,8
FC POHU/Traktori,FC Kontu/U23,0,3,25,6,8
FC Kontu/U23,Valtti/LA,2,2,25,6,8
Veijarit,Andalus FC/Alpujarra,2,4,25,6,8
FC POHU/Traktori,FC Viikingit/S.C.P L,3,2,25,6,8
Ruila,Tähti Helsinki,0,5,25,6,8
MK United/Warriors,AFG united,1,3,25,6,8
Andalus FC/Alpujarra,FC Viikingit/S.C.P L,1,3,25,6,8
Valtti/LA,MK United/Warriors,5,3,25,6,8
FC POHU/Traktori,AFG united,1,2,25,6,8
Tähti Helsinki,FC Kontu/U23,1,3,25,6,8
Ruila,Veijarit,2,4,25,6,8
FC Kontu/U23,Andalus FC/Alpujarra,4,0,25,6,8
FC Viikingit/S.C.P L,Valtti/LA,0,3,25,6,8
Veijarit,AFG united,1,7,25,6,8
FC POHU/Traktori,Ruila,4,5,25,6,8
Tähti Helsinki,MK United/Warriors,3,3,25,6,8
FC Kontu/U23,Ruila,3,1,25,6,8
Veijarit,MK United/Warriors,1,3,25,6,8
Tähti Helsinki,FC POHU/Traktori,3,3,25,6,8
Andalus FC/Alpujarra,Valtti/LA,1,6,25,6,8
FC Viikingit/S.C.P L,AFG united,0,2,25,6,8
Valtti/LA,Tähti Helsinki,2,1,25,6,8
Andalus FC/Alpujarra,AFG united,1,5,25,6,8
Ruila,FC Viikingit/S.C.P L,2,4,25,6,8
FC POHU/Traktori,MK United/Warriors,1,2,25,6,8
Veijarit,FC Kontu/U23,0,5,25,6,8
Tähti Helsinki,Veijarit,3,1,25,6,8
Andalus FC/Alpujarra,FC POHU/Traktori,3,5,25,6,8
MK United/Warriors,Ruila,5,2,25,6,8
Valtti/LA,AFG united,2,2,25,6,8
FC Viikingit/S.C.P L,FC Kontu/U23,4,3,25,6,8
FC Kontu/U23,Veijarit,4,0,25,6,8
AFG united,Andalus FC/Alpujarra,1,2,25,6,8
MK United/Warriors,FC POHU/Traktori,2,2,25,6,8
FC Viikingit/S.C.P L,Ruila,4,0,25,6,8
Tähti Helsinki,Valtti/LA,3,1,25,6,8
FC Kontu/U23,MK United/Warriors,2,2,25,6,8
Veijarit,FC Viikingit/S.C.P L,1,0,25,6,8
FC POHU/Traktori,Valtti/LA,3,2,25,6,8
Ruila,Andalus FC/Alpujarra,7,3,25,6,8
AFG united,Tähti Helsinki,4,0,25,6,8
Valtti/LA,Ruila,3,3,25,6,8
Andalus FC/Alpujarra,Tähti Helsinki,4,8,25,6,8
FC POHU/Traktori,Veijarit,4,2,25,6,8
MK United/Warriors,FC Viikingit/S.C.P L,1,1,25,6,8
AFG united,FC Kontu/U23,4,1,25,6,8
FC Kontu/U23,FC POHU/Traktori,4,0,25,6,8
Veijarit,Valtti/LA,2,2,25,6,8
AFG united,Ruila,6,2,25,6,8
MK United/Warriors,Andalus FC/Alpujarra,3,0,25,6,8
Tähti Helsinki,FC Viikingit/S.C.P L,3,3,25,6,8
Valtti/LA,FC Kontu/U23,0,3,25,6,8
Andalus FC/Alpujarra,Veijarit,1,5,25,6,8
AFG united,MK United/Warriors,1,0,25,6,8
Tähti Helsinki,Ruila,5,1,25,6,8
FC Viikingit/S.C.P L,FC POHU/Traktori,4,1,25,6,8
Veijarit,Ruila,0,0,25,6,8
FC Kontu/U23,Tähti Helsinki,3,2,25,6,8
FC Viikingit/S.C.P L,Andalus FC/Alpujarra,6,4,25,6,8
AFG united,FC POHU/Traktori,4,0,25,6,8
MK United/Warriors,Valtti/LA,3,1,25,6,8
Andalus FC/Alpujarra,FC Kontu/U23,5,5,25,6,8
Valtti/LA,FC Viikingit/S.C.P L,2,2,25,6,8
MK United/Warriors,Tähti Helsinki,3,0,25,6,8
AFG united,Veijarit,2,1,25,6,8
Ruila,FC POHU/Traktori,2,6,25,6,8
Valtti/LA,Andalus FC/Alpujarra,2,1,25,6,8
MK United/Warriors,Veijarit,2,0,25,6,8
Ruila,FC Kontu/U23,1,6,25,6,8
AFG united,FC Viikingit/S.C.P L,3,3,25,6,8
FC POHU/Traktori,Tähti Helsinki,1,1,25,6,8
HAlku/FC,FC Tuusula,0,6,25,6,9
JäPS/Akatemia,FC MVP,7,1,25,6,9
KP-75,Ares -86,2,4,25,6,9
Pelikaani,KOPSE/VI,1,7,25,6,9
Sibbo-Vargarna/2,AC JazzPa,12,0,25,6,9
Ares -86,Sibbo-Vargarna/2,0,7,25,6,9
AC JazzPa,HAlku/FC,1,4,25,6,9
KOPSE/VI,JäPS/Akatemia,1,2,25,6,9
FC Tuusula,Pelikaani,2,4,25,6,9
KP-75,HAlku/FC,0,5,25,6,9
Ares -86,FC Tuusula,0,0,25,6,9
KOPSE/VI,FC MVP,13,1,25,6,9
JäPS/Akatemia,Sibbo-Vargarna/2,1,6,25,6,9
Pelikaani,AC JazzPa,0,2,25,6,9
FC MVP,Ares -86,4,1,25,6,9
Sibbo-Vargarna/2,Pelikaani,2,0,25,6,9
FC Tuusula,KOPSE/VI,0,6,25,6,9
AC JazzPa,KP-75,0,0,25,6,9
HAlku/FC,JäPS/Akatemia,0,8,25,6,9
KP-75,FC Tuusula,3,0,25,6,9
Pelikaani,Ares -86,5,1,25,6,9
HAlku/FC,FC MVP,2,6,25,6,9
KOPSE/VI,Sibbo-Vargarna/2,1,2,25,6,9
JäPS/Akatemia,AC JazzPa,8,1,25,6,9
Pelikaani,KP-75,0,4,25,6,9
Sibbo-Vargarna/2,HAlku/FC,8,0,25,6,9
Ares -86,JäPS/Akatemia,2,10,25,6,9
AC JazzPa,KOPSE/VI,1,3,25,6,9
FC Tuusula,FC MVP,0,1,25,6,9
KP-75,Sibbo-Vargarna/2,3,1,25,6,9
FC MVP,AC JazzPa,0,2,25,6,9
HAlku/FC,Pelikaani,2,3,25,6,9
KOPSE/VI,Ares -86,6,0,25,6,9
JäPS/Akatemia,FC Tuusula,8,0,25,6,9
FC MVP,Sibbo-Vargarna/2,1,2,25,6,9
Ares -86,HAlku/FC,4,1,25,6,9
JäPS/Akatemia,Pelikaani,7,2,25,6,9
FC Tuusula,AC JazzPa,0,3,25,6,9
KOPSE/VI,KP-75,2,0,25,6,9
Sibbo-Vargarna/2,FC Tuusula,1,1,25,6,9
KP-75,JäPS/Akatemia,4,1,25,6,9
Pelikaani,FC MVP,3,0,25,6,9
AC JazzPa,Ares -86,2,5,25,6,9
HAlku/FC,KOPSE/VI,0,6,25,6,9
FC MVP,JäPS/Akatemia,1,5,25,6,9
Ares -86,KP-75,1,9,25,6,9
AC JazzPa,Sibbo-Vargarna/2,0,6,25,6,9
KOPSE/VI,Pelikaani,2,2,25,6,9
FC Tuusula,HAlku/FC,0,1,25,6,9
KP-75,FC MVP,3,1,25,6,9
Sibbo-Vargarna/2,Ares -86,7,0,25,6,9
Pelikaani,FC Tuusula,2,1,25,6,9
JäPS/Akatemia,KOPSE/VI,0,0,25,6,9
HAlku/FC,AC JazzPa,2,7,25,6,9
Sibbo-Vargarna/2,JäPS/Akatemia,0,1,25,6,9
FC MVP,KOPSE/VI,7,0,25,6,9
AC JazzPa,Pelikaani,1,1,25,6,9
HAlku/FC,KP-75,0,3,25,6,9
FC Tuusula,Ares -86,2,6,25,6,9
KP-75,AC JazzPa,4,0,25,6,9
Pelikaani,Sibbo-Vargarna/2,0,8,25,6,9
JäPS/Akatemia,HAlku/FC,6,0,25,6,9
Ares -86,FC MVP,2,6,25,6,9
KOPSE/VI,FC Tuusula,7,1,25,6,9
Sibbo-Vargarna/2,KOPSE/VI,3,0,25,6,9
FC MVP,HAlku/FC,2,0,25,6,9
Ares -86,Pelikaani,1,2,25,6,9
AC JazzPa,JäPS/Akatemia,1,3,25,6,9
FC Tuusula,KP-75,0,9,25,6,9
FC MVP,FC Tuusula,5,1,25,6,9
HAlku/FC,Sibbo-Vargarna/2,0,5,25,6,9
JäPS/Akatemia,Ares -86,12,3,25,6,9
KP-75,Pelikaani,5,2,25,6,9
KOPSE/VI,AC JazzPa,10,0,25,6,9
Pelikaani,HAlku/FC,1,0,25,6,9
Ares -86,KOPSE/VI,0,3,25,6,9
Sibbo-Vargarna/2,KP-75,4,3,25,6,9
AC JazzPa,FC MVP,0,9,25,6,9
FC Tuusula,JäPS/Akatemia,0,5,25,6,9
Sibbo-Vargarna/2,FC MVP,3,3,25,6,9
Pelikaani,JäPS/Akatemia,2,3,25,6,9
KP-75,KOPSE/VI,2,11,25,6,9
AC JazzPa,FC Tuusula,3,3,25,6,9
HAlku/FC,Ares -86,1,3,25,6,9
FC MVP,Pelikaani,1,0,25,6,9
JäPS/Akatemia,KP-75,10,2,25,6,9
Ares -86,AC JazzPa,3,3,25,6,9
KOPSE/VI,HAlku/FC,10,0,25,6,9
FC Tuusula,Sibbo-Vargarna/2,2,8,25,6,9
Mäntsälän Urheilijat,Korian Klubi/2,2,1,25,6,10
Union Plaani/17,Naseva,4,1,25,6,10
HausPa,Iitin Pallo-68,5,2,25,6,10
Iitin Pallo-68,Korian Klubi/2,1,2,25,6,10
JäPS/City,JaVo,7,3,25,6,10
FC Kapina/2,Union Plaani/17,3,6,25,6,10
Naseva,HausPa,1,2,25,6,10
Union Plaani/17,JäPS/City,7,1,25,6,10
Mäntsälän Urheilijat,JaVo,1,1,25,6,10
Naseva,Iitin Pallo-68,1,3,25,6,10
JäPS/City,Mäntsälän Urheilijat,1,2,25,6,10
FC Kapina/2,Naseva,4,1,25,6,10
JaVo,Iitin Pallo-68,3,1,25,6,10
Union Plaani/17,Korian Klubi/2,3,3,25,6,10
HausPa,JäPS/City,5,1,25,6,10
Mäntsälän Urheilijat,FC Kapina/2,1,5,25,6,10
Union Plaani/17,Mäntsälän Urheilijat,5,0,25,6,10
Korian Klubi/2,HausPa,5,2,25,6,10
JäPS/City,Naseva,1,3,25,6,10
FC Kapina/2,Iitin Pallo-68,1,1,25,6,10
Iitin Pallo-68,JäPS/City,4,0,25,6,10
JaVo,Union Plaani/17,2,3,25,6,10
HausPa,FC Kapina/2,2,2,25,6,10
Naseva,Korian Klubi/2,4,4,25,6,10
HausPa,Union Plaani/17,3,5,25,6,10
Korian Klubi/2,JaVo,4,2,25,6,10
FC Kapina/2,JäPS/City,5,3,25,6,10
Naseva,Mäntsälän Urheilijat,0,0,25,6,10
JaVo,Naseva,5,3,25,6,10
HausPa,Mäntsälän Urheilijat,2,0,25,6,10
Union Plaani/17,Iitin Pallo-68,2,3,25,6,10
JäPS/City,Korian Klubi/2,7,3,25,6,10
JaVo,HausPa,0,1,25,6,10
Iitin Pallo-68,Mäntsälän Urheilijat,5,0,25,6,10
JaVo,FC Kapina/2,4,0,25,6,10
Iitin Pallo-68,Union Plaani/17,0,2,25,6,10
Iitin Pallo-68,HausPa,2,2,25,6,10
Korian Klubi/2,Mäntsälän Urheilijat,8,1,25,6,10
FC Kapina/2,JaVo,5,0,25,6,10
Naseva,Union Plaani/17,1,2,25,6,10
Mäntsälän Urheilijat,Naseva,0,3,25,6,10
JaVo,JäPS/City,1,0,25,6,10
Union Plaani/17,FC Kapina/2,4,3,25,6,10
Mäntsälän Urheilijat,Iitin Pallo-68,2,5,25,6,10
HausPa,Naseva,3,1,25,6,10
Iitin Pallo-68,Naseva,2,1,25,6,10
JaVo,Mäntsälän Urheilijat,3,0,25,6,10
JäPS/City,Union Plaani/17,4,5,25,6,10
FC Kapina/2,Korian Klubi/2,1,3,25,6,10
HausPa,JaVo,6,1,25,6,10
Mäntsälän Urheilijat,JäPS/City,1,2,25,6,10
Korian Klubi/2,Iitin Pallo-68,4,0,25,6,10
Naseva,FC Kapina/2,3,3,25,6,10
Iitin Pallo-68,JaVo,3,1,25,6,10
Korian Klubi/2,Union Plaani/17,3,7,25,6,10
JäPS/City,HausPa,0,4,25,6,10
FC Kapina/2,Mäntsälän Urheilijat,2,2,25,6,10
Iitin Pallo-68,FC Kapina/2,6,1,25,6,10
HausPa,Korian Klubi/2,4,6,25,6,10
Mäntsälän Urheilijat,Union Plaani/17,2,5,25,6,10
Naseva,JäPS/City,4,0,25,6,10
Union Plaani/17,JaVo,2,1,25,6,10
Korian Klubi/2,Naseva,7,2,25,6,10
FC Kapina/2,HausPa,0,4,25,6,10
JäPS/City,Iitin Pallo-68,3,3,25,6,10
JaVo,Korian Klubi/2,10,1,25,6,10
Union Plaani/17,HausPa,1,4,25,6,10
JäPS/City,FC Kapina/2,0,4,25,6,10
Mäntsälän Urheilijat,HausPa,0,4,25,6,10
Korian Klubi/2,JäPS/City,1,2,25,6,10
Naseva,JaVo,0,0,25,6,10
HiHi,ViSa,4,1,25,6,11
KarPo,MyPa/FC,4,0,25,6,11
Jäntevä/Ukot,PoPo,2,3,25,6,11
ViSa,FC Villisiat,0,2,25,6,11
MyPa/FC,HaTP,3,3,25,6,11
FC Etapo,KarPo,2,2,25,6,11
PoPo,HiHi,9,1,25,6,11
HaTP,FC Etapo,6,1,25,6,11
HiHi,KarPo,0,2,25,6,11
Jäntevä/Ukot,FC Villisiat,4,3,25,6,11
ViSa,MyPa/FC,0,2,25,6,11
FC Villisiat,HaTP,1,4,25,6,11
KarPo,Jäntevä/Ukot,3,3,25,6,11
FC Etapo,HiHi,1,0,25,6,11
PoPo,ViSa,3,2,25,6,11
FC Villisiat,FC Etapo,2,0,25,6,11
HaTP,ViSa,4,2,25,6,11
HiHi,MyPa/FC,0,0,25,6,11
KarPo,PoPo,0,3,25,6,11
Jäntevä/Ukot,FC Etapo,3,1,25,6,11
FC Villisiat,KarPo,4,0,25,6,11
HaTP,HiHi,1,1,25,6,11
MyPa/FC,PoPo,1,5,25,6,11
ViSa,Jäntevä/Ukot,2,0,25,6,11
HiHi,FC Villisiat,2,1,25,6,11
KarPo,HaTP,5,0,25,6,11
Jäntevä/Ukot,MyPa/FC,1,1,25,6,11
PoPo,FC Etapo,2,3,25,6,11
MyPa/FC,FC Etapo,1,1,25,6,11
ViSa,KarPo,2,0,25,6,11
Jäntevä/Ukot,HaTP,5,0,25,6,11
PoPo,FC Villisiat,3,0,25,6,11
FC Villisiat,MyPa/FC,4,1,25,6,11
HaTP,PoPo,2,5,25,6,11
HiHi,Jäntevä/Ukot,4,5,25,6,11
FC Etapo,ViSa,0,1,25,6,11
HaTP,FC Villisiat,8,1,25,6,11
HaTP,Jäntevä/Ukot,3,2,25,6,11
FC Etapo,FC Villisiat,2,3,25,6,11
ViSa,HiHi,0,2,25,6,11
PoPo,Jäntevä/Ukot,5,3,25,6,11
MyPa/FC,KarPo,0,1,25,6,11
FC Etapo,PoPo,1,4,25,6,11
HiHi,PoPo,0,6,25,6,11
HaTP,MyPa/FC,6,2,25,6,11
KarPo,FC Etapo,0,3,25,6,11
FC Villisiat,ViSa,3,3,25,6,11
KarPo,HiHi,3,1,25,6,11
FC Villisiat,Jäntevä/Ukot,2,1,25,6,11
FC Etapo,HaTP,0,0,25,6,11
MyPa/FC,ViSa,7,1,25,6,11
HiHi,FC Etapo,1,1,25,6,11
ViSa,PoPo,3,5,25,6,11
Jäntevä/Ukot,KarPo,3,1,25,6,11
MyPa/FC,HiHi,1,1,25,6,11
FC Etapo,Jäntevä/Ukot,2,4,25,6,11
ViSa,HaTP,3,6,25,6,11
PoPo,KarPo,2,2,25,6,11
HiHi,HaTP,0,3,25,6,11
KarPo,FC Villisiat,4,2,25,6,11
Jäntevä/Ukot,ViSa,10,0,25,6,11
PoPo,MyPa/FC,8,1,25,6,11
HaTP,KarPo,3,2,25,6,11
FC Villisiat,HiHi,3,1,25,6,11
MyPa/FC,Jäntevä/Ukot,2,1,25,6,11
FC Villisiat,PoPo,1,3,25,6,11
KarPo,ViSa,2,1,25,6,11
FC Etapo,MyPa/FC,0,2,25,6,11
MyPa/FC,FC Villisiat,1,0,25,6,11
ViSa,FC Etapo,0,0,25,6,11
Jäntevä/Ukot,HiHi,0,1,25,6,11
PoPo,HaTP,6,1,25,6,11
Kilo IF/3,HooGee/23,2,4,24,6,1
LePa/Cityboys,FC Kirkkonummi/3,8,1,24,6,1
Länsiväylän Dynamo,AC Rastaala,3,5,24,6,1
EsPa/AFG,KJS/Sininen,1,4,24,6,1
HooGee/23,Länsiväylän Dynamo,9,0,24,6,1
KJS/Sininen,Kilo IF/3,3,2,24,6,1
AC Rastaala,ViTa,1,2,24,6,1
FC Kirkkonummi/3,EsPa/AFG,2,1,24,6,1
ViTa,EsPa/AFG,2,1,24,6,1
HooGee/23,AC Rastaala,4,3,24,6,1
Kilo IF/3,FC Kirkkonummi/3,1,5,24,6,1
Länsiväylän Dynamo,LePa/Cityboys,2,4,24,6,1
EsPa/AFG,Länsiväylän Dynamo,0,0,24,6,1
FC Kirkkonummi/3,ViTa,3,5,24,6,1
KJS/Sininen,HooGee/23,3,4,24,6,1
EsPa/AFG,AC Rastaala,1,1,24,6,1
ViTa,KJS/Sininen,2,3,24,6,1
HooGee/23,LePa/Cityboys,1,1,24,6,1
Länsiväylän Dynamo,FC Kirkkonummi/3,1,3,24,6,1
LePa/Cityboys,EsPa/AFG,6,1,24,6,1
ViTa,Kilo IF/3,1,3,24,6,1
KJS/Sininen,AC Rastaala,4,1,24,6,1
FC Kirkkonummi/3,HooGee/23,0,4,24,6,1
EsPa/AFG,Kilo IF/3,4,1,24,6,1
ViTa,LePa/Cityboys,2,1,24,6,1
AC Rastaala,FC Kirkkonummi/3,7,1,24,6,1
Länsiväylän Dynamo,KJS/Sininen,1,3,24,6,1
ViTa,HooGee/23,3,2,24,6,1
KJS/Sininen,FC Kirkkonummi/3,11,1,24,6,1
AC Rastaala,LePa/Cityboys,0,1,24,6,1
Länsiväylän Dynamo,Kilo IF/3,2,2,24,6,1
LePa/Cityboys,KJS/Sininen,1,0,24,6,1
EsPa/AFG,HooGee/23,1,4,24,6,1
ViTa,Länsiväylän Dynamo,4,0,24,6,1
Kilo IF/3,AC Rastaala,2,3,24,6,1
FC Kirkkonummi/3,LePa/Cityboys,1,3,24,6,1
KJS/Sininen,EsPa/AFG,4,2,24,6,1
AC Rastaala,Länsiväylän Dynamo,4,0,24,6,1
HooGee/23,Kilo IF/3,7,2,24,6,1
KJS/Sininen,LePa/Cityboys,3,5,24,6,1
EsPa/AFG,FC Kirkkonummi/3,6,1,24,6,1
ViTa,AC Rastaala,2,1,24,6,1
Länsiväylän Dynamo,HooGee/23,1,3,24,6,1
Kilo IF/3,KJS/Sininen,1,3,24,6,1
LePa/Cityboys,Länsiväylän Dynamo,4,0,24,6,1
EsPa/AFG,ViTa,2,2,24,6,1
FC Kirkkonummi/3,Kilo IF/3,2,3,24,6,1
AC Rastaala,HooGee/23,3,4,24,6,1
Länsiväylän Dynamo,ViTa,2,4,24,6,1
AC Rastaala,Kilo IF/3,5,1,24,6,1
ViTa,FC Kirkkonummi/3,5,0,24,6,1
HooGee/23,KJS/Sininen,4,1,24,6,1
Länsiväylän Dynamo,EsPa/AFG,2,3,24,6,1
Kilo IF/3,LePa/Cityboys,0,9,24,6,1
LePa/Cityboys,HooGee/23,3,1,24,6,1
FC Kirkkonummi/3,Länsiväylän Dynamo,1,0,24,6,1
KJS/Sininen,ViTa,4,1,24,6,1
AC Rastaala,EsPa/AFG,3,0,24,6,1
EsPa/AFG,LePa/Cityboys,2,1,24,6,1
Kilo IF/3,ViTa,3,1,24,6,1
AC Rastaala,KJS/Sininen,0,0,24,6,1
HooGee/23,FC Kirkkonummi/3,3,1,24,6,1
LePa/Cityboys,ViTa,8,1,24,6,1
FC Kirkkonummi/3,AC Rastaala,0,6,24,6,1
Kilo IF/3,EsPa/AFG,1,3,24,6,1
KJS/Sininen,Länsiväylän Dynamo,8,0,24,6,1
FC Kirkkonummi/3,KJS/Sininen,0,7,24,6,1
HooGee/23,ViTa,2,1,24,6,1
LePa/Cityboys,AC Rastaala,0,1,24,6,1
Kilo IF/3,Länsiväylän Dynamo,3,4,24,6,1
HooGee/23,EsPa/AFG,2,2,24,6,1
PPV/Seos,FC OHO UNITED,2,0,24,6,2
HooGee/Hodari,PiTa,0,4,24,6,2
HePuLi,FC POHU/SiPa,1,1,24,6,2
Lännen Torpedo,Vermo Vikings,2,2,24,6,2
Geishan Pallo,LePa/Via Alberga,0,4,24,6,2
LePa/Via Alberga,PPV/Seos,2,0,24,6,2
FC POHU/SiPa,HooGee/Hodari,5,0,24,6,2
PiTa,Lännen Torpedo,6,0,24,6,2
Vermo Vikings,Geishan Pallo,1,3,24,6,2
FC OHO UNITED,HePuLi,0,2,24,6,2
LePa/Via Alberga,FC OHO UNITED,4,2,24,6,2
FC POHU/SiPa,Vermo Vikings,2,2,24,6,2
PPV/Seos,HooGee/Hodari,3,2,24,6,2
HePuLi,Lännen Torpedo,6,1,24,6,2
Geishan Pallo,PiTa,1,6,24,6,2
FC OHO UNITED,Geishan Pallo,2,1,24,6,2
Lännen Torpedo,PPV/Seos,2,3,24,6,2
HooGee/Hodari,Geishan Pallo,1,2,24,6,2
Vermo Vikings,LePa/Via Alberga,3,1,24,6,2
FC OHO UNITED,FC POHU/SiPa,2,3,24,6,2
PiTa,HePuLi,3,1,24,6,2
LePa/Via Alberga,HooGee/Hodari,1,2,24,6,2
Geishan Pallo,FC POHU/SiPa,1,0,24,6,2
PPV/Seos,PiTa,0,2,24,6,2
HePuLi,Vermo Vikings,1,1,24,6,2
Lännen Torpedo,FC OHO UNITED,1,1,24,6,2
FC POHU/SiPa,PPV/Seos,5,3,24,6,2
HooGee/Hodari,Lännen Torpedo,1,5,24,6,2
Vermo Vikings,FC OHO UNITED,1,2,24,6,2
Geishan Pallo,HePuLi,7,1,24,6,2
PiTa,LePa/Via Alberga,2,4,24,6,2
LePa/Via Alberga,FC POHU/SiPa,2,0,24,6,2
FC OHO UNITED,PiTa,0,1,24,6,2
Lännen Torpedo,Geishan Pallo,4,0,24,6,2
PPV/Seos,Vermo Vikings,0,3,24,6,2
HePuLi,HooGee/Hodari,1,2,24,6,2
LePa/Via Alberga,HePuLi,1,0,24,6,2
FC POHU/SiPa,Lännen Torpedo,1,3,24,6,2
PPV/Seos,Geishan Pallo,1,1,24,6,2
Vermo Vikings,PiTa,2,2,24,6,2
FC OHO UNITED,HooGee/Hodari,4,2,24,6,2
HooGee/Hodari,Vermo Vikings,0,4,24,6,2
Geishan Pallo,FC OHO UNITED,2,3,24,6,2
Lännen Torpedo,LePa/Via Alberga,0,2,24,6,2
HePuLi,PPV/Seos,0,0,24,6,2
PiTa,FC POHU/SiPa,1,1,24,6,2
FC POHU/SiPa,HePuLi,1,2,24,6,2
LePa/Via Alberga,Geishan Pallo,3,2,24,6,2
Vermo Vikings,Lännen Torpedo,4,2,24,6,2
PiTa,HooGee/Hodari,3,0,24,6,2
FC OHO UNITED,PPV/Seos,1,5,24,6,2
PPV/Seos,HePuLi,1,1,24,6,2
Vermo Vikings,HooGee/Hodari,1,4,24,6,2
FC POHU/SiPa,PiTa,3,2,24,6,2
Geishan Pallo,Vermo Vikings,1,6,24,6,2
HooGee/Hodari,FC POHU/SiPa,1,4,24,6,2
HePuLi,FC OHO UNITED,1,3,24,6,2
PPV/Seos,LePa/Via Alberga,2,2,24,6,2
Lännen Torpedo,PiTa,2,1,24,6,2
FC OHO UNITED,LePa/Via Alberga,3,0,24,6,2
PiTa,Geishan Pallo,2,2,24,6,2
HooGee/Hodari,PPV/Seos,3,1,24,6,2
Lännen Torpedo,HePuLi,1,2,24,6,2
Vermo Vikings,FC POHU/SiPa,1,1,24,6,2
LePa/Via Alberga,Vermo Vikings,3,3,24,6,2
HePuLi,PiTa,2,4,24,6,2
FC POHU/SiPa,FC OHO UNITED,1,2,24,6,2
Geishan Pallo,HooGee/Hodari,2,2,24,6,2
PPV/Seos,Lännen Torpedo,1,1,24,6,2
HooGee/Hodari,LePa/Via Alberga,2,5,24,6,2
FC POHU/SiPa,Geishan Pallo,2,4,24,6,2
Vermo Vikings,HePuLi,5,2,24,6,2
FC OHO UNITED,Lännen Torpedo,3,0,24,6,2
PiTa,PPV/Seos,3,0,24,6,2
LePa/Via Alberga,PiTa,0,0,24,6,2
Lännen Torpedo,HooGee/Hodari,6,1,24,6,2
HePuLi,Geishan Pallo,3,2,24,6,2
PPV/Seos,FC POHU/SiPa,3,0,24,6,2
FC OHO UNITED,Vermo Vikings,3,0,24,6,2
FC POHU/SiPa,LePa/Via Alberga,6,4,24,6,2
HooGee/Hodari,HePuLi,1,2,24,6,2
Vermo Vikings,PPV/Seos,1,1,24,6,2
Geishan Pallo,Lännen Torpedo,1,1,24,6,2
PiTa,FC OHO UNITED,2,1,24,6,2
HooGee/Hodari,FC OHO UNITED,2,3,24,6,2
Lännen Torpedo,FC POHU/SiPa,3,1,24,6,2
PiTa,Vermo Vikings,1,1,24,6,2
Geishan Pallo,PPV/Seos,1,5,24,6,2
HePuLi,LePa/Via Alberga,2,3,24,6,2
LePa/Via Alberga,Lännen Torpedo,2,1,24,6,2
FC FC,HeMan,2,1,24,6,3
HeMan,Kurvin Vauhti/Partiz,0,3,24,6,3
PPJ/Faijat Jätkäsaari,Pessoas Boas,1,2,24,6,3
FC POHU/Gettopojat,FC ST4Y,2,5,24,6,3
TöTa/FC Mauskis,FC FC,4,0,24,6,3
FC Dons/Akatemia,HJK/Töölön Ihme,1,1,24,6,3
FC ST4Y,HeMan,8,0,24,6,3
Pessoas Boas,FC Dons/Akatemia,3,1,24,6,3
FC FC,PPJ/Faijat Jätkäsaari,3,0,24,6,3
